No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
139.0,38714.6,52.5534966,-1.4661035,71.63600000000001,293.909,94.41,-0.55,0.1,0.0,71.91,72.28999,71.64,71.84999,2.399994,71.86,0.009180069,0.07956004,0.0,5.0,3.0,2550.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
139.0,38714.7,52.5535038,-1.4661301999999998,71.521,293.816,94.35,-0.55,0.1,0.0,71.98,72.37,71.8,72.00999,2.300018,72.14,0.0,0.05915999,0.0,5.0,3.0,2331.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
139.0,38714.8,52.553511,-1.4661571,71.676,293.576,94.27,-0.58,0.1,0.0,72.14999,72.58,71.87999,72.09999,2.300018,72.38,0.0,0.05915999,0.0,5.0,3.0,2285.0,81.0,0.0,0.04000854,0.0,14.4,6.75,16.5
139.0,38714.9,52.5535181,-1.4661841,71.896,293.372,94.2,-0.58,0.1,0.0,72.28,72.64,72.14,72.34,1.899994,72.6,0.009180069,0.05915999,0.0,5.0,3.0,2233.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
139.0,38715.0,52.5535251,-1.4662112,71.903,292.976,94.14,-0.59,0.1,0.0,72.42999,72.55,72.39999,72.34,1.700012,72.54,0.0,0.05915999,0.0,5.0,3.0,2222.0,81.0,0.0,0.04000854,0.0,14.3,6.75,16.5
139.0,38715.1,52.5535321,-1.4662385,72.205,292.809,94.07,-0.6,0.1,0.0,72.59,72.64999,72.70999,72.48999,1.200012,72.67,0.0,0.01937985,0.0,5.0,3.0,2224.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,16.5
139.0,38715.2,52.553539,-1.4662658,72.335,292.755,93.99,-0.61,0.1,0.0,72.81999,72.78999,72.73,72.47,0.8999939,72.79,0.0,0.0,0.0,5.0,3.0,2240.0,81.0,0.0,0.04000854,0.0,14.4,6.75,16.5
139.0,38715.3,52.5535459,-1.4662931,72.27,292.514,93.93,-0.62,0.1,0.0,73.01999,72.89,72.73,72.59999,0.6000061,72.89,0.0,0.0,0.0,6.0,3.0,2242.0,81.0,0.0,0.04000854,0.0,14.3,6.75,16.5
139.0,38715.4,52.5535529,-1.4663205,72.428,292.54400000000004,93.85,-0.63,0.1,0.0,73.17,73.00999,72.84999,72.95,0.3000183,72.93,0.0,0.0,0.0,6.0,3.0,2275.0,81.0,0.0,-0.1900024,0.0,14.3,6.75,16.5
139.0,38715.5,52.5535598,-1.4663479,72.623,292.492,93.78,-0.64,0.1,0.0,73.37,73.2,73.03999,73.03,-0.1999817,73.16,0.0,-0.01938009,0.0,6.0,3.0,2291.0,81.0,0.0,0.04000854,0.0,14.3,6.75,18.5
139.0,38715.6,52.553566700000005,-1.4663754,72.67,292.472,93.71,-0.64,0.1,0.0,73.47,73.42999,73.09,72.98,-0.3999939,73.29,0.0,-0.03978014,0.0,6.0,3.0,2313.0,81.0,0.0,0.04000854,0.0,14.4,6.75,19.5
139.0,38715.7,52.5535737,-1.466403,72.86399999999999,292.514,93.64,-0.64,0.1,0.0,73.44,73.59999,73.22,73.14,-0.6999816999999999,73.48,0.0,-0.05915999,0.0,6.0,3.0,2324.0,81.0,0.0,0.04000854,0.0,14.3,6.75,20.5
139.0,38715.8,52.553580700000005,-1.4664305000000002,72.821,292.668,93.58,-0.64,0.1,0.0,73.61,73.67,73.47,73.33,-0.7999878,73.72,0.009180069,-0.05915999,0.0,6.0,3.0,2343.0,81.0,0.0,0.04000854,0.0,14.3,6.75,20.5
139.0,38715.9,52.5535878,-1.4664581,73.17399999999999,292.691,93.52,-0.64,0.1,0.0,73.83,73.64,73.64,73.45,-1.100006,73.83,0.009180069,-0.05915999,0.0,6.0,3.0,2359.0,81.0,0.0,0.04000854,0.0,14.4,6.75,20.5
139.0,38716.0,52.5535949,-1.4664857,73.249,292.856,93.45,-0.63,0.1,0.0,73.94,73.72,74.0,73.56999,-1.5,73.87,0.009180069,-0.06936002,0.0,6.0,3.0,2380.0,81.0,0.0,-0.1900024,0.0,14.2,6.75,20.5
139.0,38716.1,52.553602,-1.4665134,73.35,292.844,93.39,-0.63,0.1,0.0,74.12999,73.86,74.05,73.59,-1.5,74.02,0.0,-0.07956004,0.0,6.0,3.0,2395.0,81.0,0.0,0.04000854,0.0,14.3,6.75,20.5
139.0,38716.2,52.55360929999999,-1.4665411000000002,73.559,293.185,93.33,-0.62,0.1,0.0,74.20999,74.06999,74.09999,73.67,-1.299988,74.08,0.0,-0.06936002,0.0,6.0,3.0,2360.0,81.0,0.0,0.04000854,0.0,14.3,6.75,22.5
139.0,38716.3,52.553616600000005,-1.4665686999999998,73.52600000000001,293.35400000000004,93.27,-0.62,0.1,0.0,74.51999,74.20999,74.23999,74.06,-1.199982,74.26,0.009180069,-0.06936002,0.0,6.0,3.0,2120.0,81.0,0.0,0.04000854,0.0,14.3,6.75,24.0
139.0,38716.4,52.553623900000005,-1.4665965,73.872,293.409,93.21,-0.61,0.1,0.0,74.67,74.55,74.39999,74.28999,-1.299988,74.43999000000001,0.01937985,-0.06936002,0.0,6.0,3.0,1860.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,24.5
139.0,38716.5,52.5536313,-1.4666243,74.077,293.499,93.15,-0.61,0.1,0.0,74.92,74.87,74.41,74.31999,-1.199982,74.79,0.0,-0.05915999,0.0,6.0,3.0,1910.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
139.0,38716.6,52.5536388,-1.4666519999999998,74.02,293.844,93.1,-0.59,0.1,0.0,74.92,74.97,74.66,74.45,-1.199982,74.85,0.01937985,-0.05915999,0.0,6.0,3.0,1911.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38716.7,52.5536463,-1.4666798,74.333,293.872,93.03,-0.6,0.1,0.0,75.12999,75.0,74.92999,74.73999,-1.299988,75.14,0.02957988,-0.06936002,0.0,6.0,3.0,1934.0,81.0,0.0,-0.1900024,0.0,14.3,6.75,25.0
140.0,38716.8,52.5536538,-1.4667077,74.369,293.846,92.99,-0.58,0.1,0.0,75.34,75.44,75.28999,74.86,-1.199982,75.18,0.02957988,-0.05915999,0.0,6.0,3.0,1939.0,81.0,0.0,-0.1900024,0.0,14.2,6.75,25.0
140.0,38716.9,52.5536615,-1.4667356,74.678,294.16700000000003,92.94,-0.58,0.1,0.0,75.5,75.25999,75.42999,75.06,-1.299988,75.43999000000001,0.02957988,-0.05915999,0.0,6.0,3.0,1925.0,81.0,0.0,0.04000854,0.0,14.2,6.75,25.0
140.0,38717.0,52.5536692,-1.4667636000000002,75.2,294.273,92.89,-0.57,0.1,0.0,75.84,75.39999,75.50999,75.12,-1.199982,75.65,0.02957988,-0.05915999,0.0,6.0,3.0,1928.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
139.0,38717.1,52.553677,-1.4667915,74.876,294.384,92.83,-0.57,0.1,0.0,75.98,75.83,75.7,75.53999,-1.100006,75.77,0.01937985,-0.04997993,0.0,6.0,3.0,1947.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38717.2,52.5536847,-1.4668196,75.208,294.423,92.78,-0.56,0.1,0.0,76.03999,76.16,75.78999,75.67999,-0.8999939,76.11,0.02957988,-0.04997993,0.0,6.0,3.0,1944.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38717.3,52.5536926,-1.4668477,75.593,294.66700000000003,92.73,-0.55,0.1,0.0,76.23,76.16,76.09999,75.94,-0.8999939,76.25,0.02957988,-0.04997993,0.0,6.0,3.0,1946.0,81.0,0.0,0.04000854,0.0,14.4,6.75,25.0
140.0,38717.4,52.5537006,-1.4668758,75.69,294.842,92.68,-0.53,0.1,0.0,76.41,76.31,76.36,76.17,-0.8999939,76.37,0.02957988,-0.03978014,0.0,6.0,3.0,1948.0,81.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38717.5,52.5537086,-1.4669041,75.928,294.749,92.63,-0.53,0.1,0.0,76.67999,76.56999,76.69,76.23999,-0.6000061,76.59,0.01937985,-0.02958012,0.0,6.0,3.0,1956.0,81.0,0.0,-0.1900024,0.0,14.4,6.75,25.0
140.0,38717.6,52.5537166,-1.4669323,76.054,294.961,92.57,-0.54,0.1,0.0,77.05,76.87999,76.56999,76.39999,-0.2999877999999999,76.83,0.01937985,-0.009180069,0.0,6.0,3.0,1957.0,81.0,0.0,-0.1900024,0.0,14.2,6.75,25.0
139.0,38717.7,52.5537246,-1.4669605,76.13600000000001,295.025,92.53,-0.53,0.1,0.0,77.12,77.12999,76.81999,76.84,-0.1999817,76.99,0.02957988,-0.009180069,0.0,6.0,3.0,1971.0,82.0,0.0,0.04000854,0.0,14.3,6.75,25.0
139.0,38717.8,52.5537327,-1.4669889,76.367,294.925,92.48,-0.51,0.1,0.0,77.14,77.26999,76.98999,76.98,-0.1000061,77.1,0.02957988,-0.009180069,0.0,6.0,3.0,1963.0,82.0,0.0,0.2799988,0.0,14.3,6.75,25.5
139.0,38717.9,52.5537408,-1.4670173999999998,76.684,294.931,92.44,-0.5,0.1,0.0,77.41,77.42999,77.17,77.06,-0.1999817,77.36,0.02957988,-0.009180069,0.0,6.0,3.0,1967.0,82.0,0.0,0.04000854,0.0,14.3,6.75,25.5
139.0,38718.0,52.5537489,-1.4670459,76.79899999999999,295.023,92.4,-0.49,0.1,0.0,77.59,77.58,77.33,77.3,0.0,77.6,0.02957988,0.0,0.0,6.0,3.0,1974.0,82.0,0.0,0.04000854,0.0,14.3,6.75,25.5
139.0,38718.1,52.553757,-1.4670744,76.925,295.05400000000003,92.35,-0.49,0.1,0.0,77.75999,77.64999,77.75,77.44,0.1000061,77.73,0.02957988,0.0,0.0,6.0,3.0,1981.0,82.0,0.0,-0.1900024,0.0,14.3,6.75,25.5
139.0,38718.2,52.5537652,-1.4671030000000005,77.098,295.077,92.32,-0.46,0.1,0.0,78.06999,77.83,77.72,77.5,0.0,77.86,0.02957988,-0.009180069,0.0,6.0,3.0,1983.0,82.0,0.0,0.04000854,0.0,14.4,6.75,25.5
139.0,38718.3,52.5537734,-1.4671317,77.396,294.993,92.28,-0.46,0.1,0.0,78.17999,78.09,77.97,77.81999,-0.2999877999999999,78.02,0.02957988,0.0,0.0,6.0,3.0,1969.0,82.0,0.0,-0.1900024,0.0,14.3,6.75,25.5
139.0,38718.4,52.5537815,-1.4671606,77.486,294.827,92.25,-0.44,0.1,0.0,78.22,78.45,78.03,78.03,-0.1999817,78.22,0.02957988,-0.01938009,0.0,6.0,3.0,1967.0,82.0,0.0,-0.1900024,0.0,14.3,6.75,25.5
139.0,38718.5,52.5537898,-1.4671894,77.778,295.062,92.21,-0.43,0.1,0.0,78.42999,78.50999,78.12,78.05,-0.2999877999999999,78.50999,0.01937985,-0.02958012,0.0,6.0,3.0,1977.0,82.0,0.0,0.04000854,0.0,14.3,6.75,26.5
139.0,38718.6,52.5537981,-1.4672182000000002,77.832,295.177,92.18,-0.42,0.1,0.0,78.61,78.55,78.5,78.28,-0.2999877999999999,78.59,0.02957988,-0.01938009,0.0,6.0,3.0,1973.0,82.0,0.0,0.04000854,0.0,14.3,6.75,27.0
140.0,38718.7,52.553806300000005,-1.4672472,77.954,294.981,92.14,-0.41,0.1,0.0,78.81999,78.58,78.73,78.31999,-0.7999878,78.65,0.0397799,-0.03978014,0.0,6.0,3.0,1982.0,82.0,0.0,0.04000854,0.0,14.3,6.75,27.0
140.0,38718.8,52.5538146,-1.4672762,78.22399999999999,295.119,92.12,-0.39,0.1,0.0,79.01999,78.81,78.75999,78.45999,-1.0,78.82,0.0397799,-0.03978014,0.0,6.0,3.0,1999.0,82.0,0.0,0.04000854,0.0,14.3,6.75,27.0
140.0,38718.9,52.5538229,-1.4673052,78.332,295.189,92.08,-0.39,0.1,0.0,79.17999,79.28,78.84999,78.83,-0.3999939,79.04,0.02957988,-0.03978014,0.0,6.0,3.0,2004.0,82.0,0.0,0.04000854,0.0,14.4,6.75,27.0
140.0,38719.0,52.5538314,-1.4673342,78.458,295.421,92.05,-0.38,0.1,0.0,79.3,79.31999,78.94,78.84,-0.3999939,79.3,0.02957988,-0.04997993,0.0,6.0,3.0,2013.0,82.0,0.0,0.04000854,0.0,14.4,6.75,27.0
140.0,38719.1,52.5538398,-1.4673633,78.62,295.415,92.02,-0.37,0.1,0.0,79.53999,79.34999,79.36,79.09999,-0.5,79.50999,0.02957988,-0.02958012,0.0,6.0,3.0,1994.0,82.0,0.0,0.04000854,0.0,14.3,6.75,27.0
140.0,38719.2,52.553848300000006,-1.4673925,78.822,295.432,91.99,-0.36,0.1,0.0,79.62999,79.39999,79.48,79.20999,-0.5,79.50999,0.02957988,-0.03978014,0.0,6.0,3.0,2003.0,82.0,0.0,0.04000854,0.0,14.3,6.75,27.0
140.0,38719.3,52.55385679999999,-1.4674217,79.11399999999999,295.533,91.97,-0.34,0.1,0.0,79.84999,79.65999000000001,79.56999,79.25,-0.3999939,79.68,0.01937985,-0.01938009,0.0,6.0,3.0,1991.0,82.0,0.0,0.04000854,0.0,14.3,6.75,25.0
140.0,38719.4,52.55386539999999,-1.4674509,79.074,295.671,91.94,-0.33,0.1,0.0,79.89999,80.03999,79.58,79.59999,-0.1999817,79.82,0.02957988,-0.01938009,0.0,6.0,3.0,2004.0,82.0,0.0,0.04000854,0.0,14.3,6.75,22.0
140.0,38719.5,52.5538739,-1.4674801,79.25,295.612,91.92,-0.32,0.1,0.0,79.98,80.00999,79.75,79.61,-0.2999877999999999,79.96,0.02957988,-0.01938009,0.0,6.0,3.0,2027.0,82.0,0.0,0.04000854,0.0,14.4,6.75,21.5
140.0,38719.6,52.5538826,-1.4675094999999998,79.607,295.638,91.89,-0.3,0.1,0.0,80.09,79.95999,79.98999,79.75999,-0.1999817,80.06,0.01937985,-0.009180069,0.0,6.0,3.0,2040.0,82.0,0.0,0.04000854,0.0,14.4,6.75,21.5
140.0,38719.7,52.5538912,-1.4675388,79.43,295.703,91.87,-0.3,0.1,0.0,80.28,80.0,80.17,79.81,-0.1000061,80.12,0.01937985,-0.01938009,0.0,6.0,3.0,2074.0,82.0,0.0,-1.380005,0.0,14.4,6.75,21.5
140.0,38719.8,52.5538998,-1.4675682,79.682,295.781,91.85,-0.29,0.1,0.0,80.37999,80.25,80.06999,79.8,0.0,80.22,0.009180069,-0.009180069,0.0,6.0,3.0,2078.0,82.0,0.0,0.04000854,0.0,14.4,6.75,22.5
140.0,38719.9,52.553908500000006,-1.4675976000000002,79.76899999999999,295.784,91.82,-0.28,0.1,0.0,80.47,80.47,80.00999,79.95,0.1000061,80.47,0.009180069,-0.009180069,0.0,6.0,3.0,2086.0,82.0,0.0,0.04000854,0.0,14.4,6.75,23.0
140.0,38720.0,52.5539172,-1.467627,79.69,295.851,91.8,-0.27,0.1,0.0,80.53,80.51999,80.20999,80.08,0.0,80.58,0.009180069,0.0,0.0,6.0,3.0,2095.0,82.0,0.0,0.04000854,0.0,14.3,6.75,23.5
140.0,38720.1,52.5539259,-1.4676564,79.848,295.712,91.79,-0.25,0.1,0.0,80.75999,80.47,80.53,80.25999,-0.1000061,80.55,0.01937985,-0.009180069,0.0,6.0,3.0,2070.0,82.0,0.0,-0.1900024,0.0,14.3,6.75,23.5
140.0,38720.2,52.553934600000005,-1.4676859,79.985,295.741,91.77,-0.25,0.1,0.0,80.84999,80.51999,80.56999,80.31999,0.0,80.61,0.02957988,-0.009180069,0.0,6.0,3.0,2079.0,82.0,0.0,0.04000854,0.0,14.3,6.75,23.5
140.0,38720.3,52.5539433,-1.4677155000000002,80.122,295.7,91.76,-0.23,0.1,0.0,80.73999,80.95999,80.56999,80.61,0.0,80.78,0.02957988,-0.009180069,0.0,6.0,3.0,2057.0,82.0,0.0,-0.1900024,0.0,14.3,6.75,23.5
140.0,38720.4,52.553952,-1.4677451,80.334,295.779,91.74,-0.21,0.1,0.0,80.89,81.0,80.59,80.59,0.0,80.98,0.01937985,-0.01938009,0.0,6.0,3.0,2042.0,83.0,0.0,0.04000854,0.0,14.3,6.75,23.5
140.0,38720.5,52.553960800000006,-1.4677748000000002,80.417,295.835,91.73,-0.21,0.1,0.0,81.14999,80.95999,80.98999,80.72,0.0,81.07,0.01937985,-0.009180069,0.0,6.0,3.0,2063.0,83.0,0.0,0.04000854,0.0,14.4,6.75,23.5
140.0,38720.6,52.5539695,-1.4678044,80.406,295.796,91.71,-0.2,0.1,0.0,81.28999,81.00999,81.11,80.81999,-0.1999817,81.08,0.02957988,-0.009180069,0.0,6.0,3.0,2066.0,83.0,0.0,-0.1900024,0.0,14.4,6.75,23.5
139.0,38720.7,52.5539782,-1.4678341,80.608,295.703,91.71,-0.19,0.1,0.0,81.40999000000001,81.09,81.06999,80.83,-0.2999877999999999,81.18999000000001,0.01937985,-0.01938009,0.0,6.0,3.0,2050.0,83.0,0.0,0.04000854,0.0,14.4,6.75,23.5
139.0,38720.8,52.5539871,-1.4678639,80.744,295.927,91.7,-0.17,0.1,0.0,81.28999,81.53,81.12,81.14,0.0,81.36,0.01937985,-0.01938009,0.0,6.0,3.0,2054.0,83.0,0.0,-0.1900024,0.0,14.3,6.75,21.5
139.0,38720.9,52.5539959,-1.4678936,80.752,295.79400000000004,91.68,-0.17,0.1,0.0,81.48,81.33,81.36,81.11,-0.1999817,81.49,0.01937985,-0.009180069,0.0,6.0,3.0,2043.0,83.0,0.0,-0.1900024,0.0,14.3,6.75,20.0
139.0,38721.0,52.5540047,-1.4679234,80.798,295.832,91.68,-0.16,0.1,0.0,81.5,81.28,81.50999,81.17999,-0.1999817,81.46,0.01937985,-0.01938009,0.0,6.0,3.0,2039.0,83.0,0.0,-0.1900024,0.0,14.3,6.75,20.0
139.0,38721.1,52.5540135,-1.4679533,81.108,295.904,91.67,-0.14,0.1,0.0,81.59999,81.31999,81.42999,81.14999,-0.2999877999999999,81.43999000000001,0.009180069,-0.02958012,0.0,6.0,3.0,2053.0,83.0,0.0,0.04000854,0.0,14.3,6.75,20.0
139.0,38721.2,52.5540224,-1.4679831,81.158,296.06,91.67,-0.13,0.1,0.0,81.56,81.75,81.5,81.26999,-0.1999817,81.57,0.009180069,-0.01938009,0.0,6.0,3.0,2046.0,83.0,0.0,0.04000854,0.0,14.4,6.75,20.0
139.0,38721.3,52.554031300000005,-1.468013,81.104,296.08,91.65,-0.14,0.1,0.0,81.72,81.73999,81.39,81.31,0.0,81.78,0.009180069,-0.01938009,0.0,6.0,3.0,2037.0,83.0,0.0,0.04000854,0.0,14.4,6.75,20.0
139.0,38721.4,52.5540403,-1.4680429,81.31,296.058,91.64,-0.14,0.1,0.0,81.92,81.73,81.65999000000001,81.34,-0.1999817,81.83,0.0,-0.009180069,0.0,6.0,3.0,2041.0,83.0,0.0,-0.1900024,0.0,14.3,6.75,20.0
139.0,38721.5,52.55404910000001,-1.4680727,81.04,295.998,91.62,-0.15,0.1,0.0,82.01999,81.69,81.73,81.5,-0.1999817,81.85,0.009180069,-0.009180069,0.0,6.0,3.0,2039.0,83.0,0.0,0.04000854,0.0,14.4,6.75,20.0
139.0,38721.6,52.5540581,-1.4681026,81.324,296.019,91.61,-0.13,0.1,0.0,81.90999000000001,81.92999,81.76999,81.47,-0.1000061,81.93,0.009180069,-0.009180069,0.0,6.0,3.0,2035.0,83.0,0.0,0.04000854,0.0,14.3,6.75,20.0
139.0,38721.7,52.554067,-1.4681325,81.37100000000001,296.081,91.61,-0.12,0.1,0.0,81.87,81.89,81.67,81.67999,0.0,81.86,0.009180069,-0.01938009,0.0,6.0,3.0,2030.0,83.0,0.0,-0.1900024,0.0,14.4,6.75,20.0
139.0,38721.8,52.554076,-1.4681624999999998,81.515,296.093,91.6,-0.11,0.1,0.0,81.98999,81.83,81.89,81.67,0.1000061,81.95,0.009180069,-0.01938009,0.0,6.0,3.0,2041.0,83.0,0.0,0.04000854,0.0,14.3,6.75,20.0
139.0,38721.9,52.554085,-1.4681925,81.605,296.218,91.59,-0.12,0.1,0.0,82.26999,81.98,81.97,81.70999,0.2000122,82.05,0.0,-0.009180069,0.0,6.0,3.0,2036.0,83.0,0.0,0.04000854,0.0,14.4,6.75,20.5
139.0,38722.0,52.55409399999999,-1.4682223999999997,81.529,296.269,91.58,-0.12,0.1,0.0,82.14999,82.12999,81.81999,81.5,0.1000061,82.17,0.009180069,0.0,0.0,6.0,3.0,2043.0,83.0,0.0,-0.1900024,0.0,14.3,6.75,20.5
139.0,38722.1,52.5541029,-1.4682524,81.569,296.121,91.56,-0.13,0.1,0.0,82.19,82.28999,81.95,82.03999,0.0,82.25999,0.009180069,0.0,0.0,6.0,3.0,2046.0,83.0,0.0,-0.1900024,0.0,14.4,6.75,20.5
139.0,38722.2,52.554112,-1.4682824,81.806,296.157,91.55,-0.12,0.1,0.0,82.34999,82.19,81.98999,81.8,0.0,82.37,0.0,0.0,0.0,6.0,3.0,2043.0,83.0,0.0,0.04000854,0.0,14.4,6.75,21.0
139.0,38722.3,52.5541209,-1.4683124,81.583,296.124,91.53,-0.13,0.1,0.0,82.5,82.23,82.40999000000001,82.14,0.1000061,82.3,0.01937985,0.0,0.0,6.0,3.0,2048.0,83.0,0.0,0.04000854,0.0,14.3,6.75,21.0
139.0,38722.4,52.55412990000001,-1.4683425,81.81,296.063,91.53,-0.12,0.1,0.0,82.5,82.39,82.23999,81.89,0.1000061,82.42,0.009180069,-0.009180069,0.0,6.0,3.0,2042.0,83.0,0.0,0.04000854,0.0,14.3,6.75,21.0
139.0,38722.5,52.5541389,-1.4683727,81.98299999999999,296.021,91.53,-0.11,0.1,0.0,82.37,82.48999,82.23999,82.25,0.1000061,82.39,0.01937985,-0.009180069,0.0,6.0,3.0,2041.0,83.0,0.0,0.04000854,0.0,14.3,6.75,21.0
139.0,38722.6,52.554148000000005,-1.4684028,82.02600000000001,296.215,91.52,-0.11,0.1,0.0,82.55,82.50999,82.34999,82.20999,0.3000183,82.85,0.009180069,-0.01938009,0.0,6.0,3.0,2059.0,83.0,0.0,0.04000854,0.0,14.3,6.75,21.0
139.0,38722.7,52.554157,-1.4684329,82.05799999999999,296.29900000000004,91.5,-0.12,0.1,0.0,82.89,82.70999,82.67,82.25999,0.2000122,82.64,0.009180069,0.0,0.0,6.0,3.0,2049.0,83.0,0.0,-0.1900024,0.0,14.4,6.75,21.5
139.0,38722.8,52.554166,-1.468463,81.932,296.023,91.49,-0.12,0.1,0.0,82.76999,82.92999,82.45999,82.01999,0.0,82.82,0.009180069,0.0,0.0,6.0,3.0,2062.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,22.5
139.0,38722.9,52.554175,-1.4684932000000002,82.008,295.93,91.49,-0.1,0.1,0.0,82.50999,82.67999,82.55,82.61,0.0,82.68999000000001,0.02957988,0.0,0.0,6.0,3.0,2051.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,22.5
139.0,38723.0,52.55418399999999,-1.4685236000000002,82.613,295.962,91.49,-0.09,0.1,0.0,82.94,82.84,83.14,82.75,0.2000122,82.81,0.009180069,-0.009180069,0.0,6.0,3.0,2060.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,24.5
139.0,38723.1,52.5541931,-1.468554,82.566,296.17400000000004,91.47,-0.1,0.1,0.0,83.28999,83.09,82.92,82.39999,0.6000061,83.06,0.009180069,0.0,0.0,6.0,3.0,2061.0,84.0,0.0,0.04000854,0.0,14.4,6.75,25.5
139.0,38723.2,52.554202100000005,-1.4685841,82.181,296.143,91.45,-0.12,0.1,0.0,83.23999,83.3,82.81999,82.62,0.3999939,83.24,0.01937985,0.0,0.0,6.0,3.0,2067.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
139.0,38723.3,52.554211200000005,-1.4686146,82.624,295.941,91.43,-0.12,0.1,0.0,83.17,83.28,83.03999,83.14,0.1000061,83.24,0.0397799,0.0,0.0,6.0,3.0,2063.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,27.5
139.0,38723.4,52.5542203,-1.4686451,82.92200000000001,295.988,91.43,-0.11,0.1,0.0,83.53,83.37,83.42999,83.17,0.7000122,83.35,0.02957988,0.0,0.0,6.0,3.0,2077.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
139.0,38723.5,52.5542294,-1.4686755,82.84700000000001,296.064,91.42,-0.11,0.1,0.0,83.75999,83.53,83.48,83.26999,0.6000061,83.56,0.01937985,0.01937985,0.0,6.0,3.0,2083.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,27.5
140.0,38723.6,52.5542384,-1.4687061,82.87899999999999,295.83,91.41,-0.11,0.1,0.0,83.53,83.84,83.40999000000001,83.26999,0.3000183,83.67,0.02957988,0.01937985,0.0,6.0,3.0,2078.0,84.0,0.0,0.04000854,0.0,14.4,6.75,27.5
140.0,38723.7,52.5542474,-1.4687367,83.02,295.833,91.4,-0.11,0.1,0.0,83.75,83.73999,83.51999,83.59999,0.3999939,83.78,0.0397799,0.009180069,0.0,6.0,3.0,2080.0,84.0,0.0,0.04000854,0.0,14.4,6.75,27.5
140.0,38723.8,52.5542565,-1.4687674,83.369,295.735,91.4,-0.09,0.1,0.0,83.95999,83.83,83.70999,83.59,0.3999939,83.86,0.02957988,0.0,0.0,6.0,3.0,2090.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
140.0,38723.9,52.55426550000001,-1.4687982,83.43700000000001,295.763,91.39,-0.1,0.1,0.0,84.12,83.97,83.84999,83.59,0.0,84.00999,0.02957988,0.0,0.0,6.0,3.0,2089.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
140.0,38724.0,52.5542746,-1.4688289,83.419,295.73900000000003,91.37,-0.11,0.1,0.0,84.09999,84.37999,83.90999000000001,83.62,-0.1999817,84.17,0.02957988,-0.01938009,0.0,6.0,3.0,2089.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
139.0,38724.1,52.5542836,-1.4688598,83.635,295.578,91.36,-0.11,0.1,0.0,84.37999,84.25999,83.95,83.86,-0.6000061,84.41,0.01937985,-0.01938009,0.0,6.0,3.0,2098.0,84.0,0.0,0.04000854,0.0,14.3,6.75,27.5
139.0,38724.2,52.554292700000005,-1.4688907,83.693,295.732,91.36,-0.1,0.1,0.0,84.59999,84.23,84.48,84.03999,-0.5,84.3,0.02957988,-0.03978014,0.0,6.0,3.0,2095.0,84.0,0.0,0.04000854,0.0,14.3,6.75,23.5
139.0,38724.3,52.5543018,-1.4689217,83.995,295.735,91.34,-0.11,0.1,0.0,84.59999,84.53999,84.36,84.12999,-0.2999877999999999,84.58,0.01937985,-0.02958012,0.0,6.0,3.0,2100.0,84.0,0.0,-0.1900024,0.0,14.3,6.75,19.0
140.0,38724.4,52.554311,-1.4689526000000002,83.95200000000001,295.921,91.33,-0.11,0.1,0.0,84.67,84.76999,84.36,84.03999,-0.1999817,84.7,0.01937985,-0.02958012,0.0,6.0,3.0,2095.0,84.0,0.0,0.04000854,0.0,14.3,6.75,18.5
